school_type, state, total_enrolments, school_sector, girls_enrolments, icsea, teaching_staff, full_time_equivalent_enrolments, language_background_other_than_english, boys_enrolments, year_range, geolocation, suburb, ogc_fid, abs_remoteness_area, calendar_year, longitude, latitude
"Primary","SA",792,"Government",412,1145,47,792.0,10,380,"R-7","Major Cities","Burnside",82994,"Major Cities of Australia","2016",138.661574,-34.935601
"Primary","SA",51,"Government",22,931,4,51.0,0,29,"R-7","Outer Regional","Bute",82995,"Outer Regional Australia","2016",138.003827,-33.864926
"Primary","SA",57,"Government",30,989,5,57.0,0,27,"R-7","Inner Regional","Callington",82996,"Inner Regional Australia","2016",139.039395,-35.114544
"Primary","SA",331,"Government",166,936,30,331.0,22,165,"R-7","Major Cities","Kilkenny",82997,"Major Cities of Australia","2016",138.555082,-34.877562
"Primary","SA",258,"Government",125,977,14,258.0,0,133,"U, R-6","Outer Regional","Clare",82998,"Outer Regional Australia","2016",138.618052,-33.840746
"Primary","SA",91,"Government",55,1039,6,91.0,0,36,"R-7","Inner Regional","Clarendon",82999,"Inner Regional Australia","2016",138.633639,-35.101631
"Primary","SA",96,"Government",49,952,8,96.0,0,47,"R-7","Outer Regional","Cobdogla",83000,"Outer Regional Australia","2016",140.406113,-34.242439
"Primary","SA",634,"Government",285,1102,38,634.0,6,349,"R-7","Major Cities","Colonel Light Gardens",83001,"Major Cities of Australia","2016",138.59544,-34.986809
"Primary","SA",95,"Government",43,1010,6,95.0,0,52,"R-7","Outer Regional","Suttontown",83002,"Outer Regional Australia","2016",140.728606,-37.801357
"Combined","SA",132,"Government",63,959,13,132.0,0,69,"R-12","Outer Regional","Coomandook",83003,"Outer Regional Australia","2016",139.708742,-35.475958
"Primary","SA",40,"Government",18,935,4,40.0,0,22,"R-7","Outer Regional","Coonalpyn",83004,"Outer Regional Australia","2016",139.852786,-35.698231
"Combined","SA",184,"Government",85,947,17,181.6,0,99,"R-12","Outer Regional","Ardrossan",83005,"Outer Regional Australia","2016",137.91592,-34.423756
"Primary","SA",364,"Government",173,989,25,364.0,9,191,"R-7","Outer Regional","Bordertown",83006,"Outer Regional Australia","2016",140.76598,-36.31465
"Combined","SA",545,"Government",259,922,54,542.2,3,286,"U, R-12","Very Remote","Ceduna",83007,"Very Remote Australia","2016",133.671396,-32.137676
"Combined","SA",183,"Government",85,973,17,182.8,1,98,"R-12","Remote","Cowell",83008,"Remote Australia","2016",136.918442,-33.682729
"Primary","ACT",460,"Catholic",228,1080,30,459.2,1,232,"K-6","Major Cities","Evatt",83533,"Major Cities of Australia","2016",149.0613856,-35.21349493
"Combined","SA",162,"Government",76,1012,18,160.7,1,86,"R-12","Remote","Kimba",83009,"Remote Australia","2016",136.419417,-33.135605
"Combined","SA",329,"Government",149,972,32,328.4,0,180,"R-12","Outer Regional","Kingston Se",83010,"Outer Regional Australia","2016",139.8576628,-36.83636633
"Combined","SA",137,"Government",63,985,14,136.4,3,74,"R-12","Outer Regional","Orroroo",83011,"Outer Regional Australia","2016",138.612211,-32.728505
"Combined","SA",145,"Government",72,961,14,145.0,0,73,"R-12","Outer Regional","Port Broughton",83012,"Outer Regional Australia","2016",137.933111,-33.604039
"Primary","SA",53,"Government",25,895,6,53.0,2,28,"R-7","Outer Regional","Snowtown",83013,"Outer Regional Australia","2016",138.221653,-33.783548
"Combined","SA",210,"Government",104,992,22,208.8,0,106,"R-12","Remote","Tumby Bay",83014,"Remote Australia","2016",136.099182,-34.37575
"Primary","SA",443,"Government",212,1022,26,443.0,0,231,"R-7","Inner Regional","Willunga",83015,"Inner Regional Australia","2016",138.5528765,-35.26919892
"Combined","SA",262,"Government",138,1004,24,260.6,0,124,"U, R-12","Remote","Streaky Bay",83016,"Remote Australia","2016",134.201213,-32.798217
"Combined","SA",10,"Government",2,null,3,10.0,0,8,"R-12","Very Remote","Woomera",83017,"Very Remote Australia","2016",136.8255252,-31.19727554
"Combined","SA",48,"Government",28,945,7,47.6,0,20,"R-12","Inner Regional","Cambrai",83018,"Inner Regional Australia","2016",139.280966,-34.652888
"Combined","SA",75,"Government",29,854,11,73.9,1,46,"R-12","Very Remote","Leigh Creek",83019,"Very Remote Australia","2016",138.401496,-30.592851
"Combined","SA",161,"Government",73,1010,15,158.2,0,88,"R-12","Outer Regional","Lucindale",83020,"Outer Regional Australia","2016",140.370633,-36.964206
"Combined","SA",200,"Government",112,893,20,198.0,2,88,"U, R-12","Outer Regional","Meningie",83021,"Outer Regional Australia","2016",139.342158,-35.682635
"Combined","SA",196,"Government",89,959,20,195.6,0,107,"R-12","Outer Regional","Allendale East",83022,"Outer Regional Australia","2016",140.7102306,-38.00299273
"Primary","SA",20,"Government",7,984,4,20.0,0,13,"R-7","Outer Regional","Brinkworth",83023,"Outer Regional Australia","2016",138.4042136,-33.68829943
"Combined","SA",293,"Government",129,1016,26,289.8,0,164,"R-12","Remote","Cleve",83024,"Remote Australia","2016",136.497429,-33.699647
"Combined","SA",382,"Government",191,1017,33,381.7,1,191,"R-12","Remote","Cummins",83025,"Remote Australia","2016",135.72233,-34.263356
"Combined","SA",125,"Government",63,939,16,124.4,3,62,"R-12","Inner Regional","Eudunda",83026,"Inner Regional Australia","2016",139.091288,-34.183042
"Combined","SA",150,"Government",71,998,15,147.0,0,79,"R-12","Outer Regional","Karoonda",83027,"Outer Regional Australia","2016",139.89422,-35.092167
"Combined","SA",346,"Government",178,995,25,343.1,0,168,"R-12","Outer Regional","Keith",83028,"Outer Regional Australia","2016",140.351249,-36.099603
"Combined","SA",666,"Government",313,1011,67,662.6,2,353,"R-12","Remote","Kingscote",83029,"Remote Australia","2016",137.633343,-35.650387
"Combined","SA",157,"Government",72,982,19,154.8,3,85,"R-12","Remote","Lameroo",83030,"Remote Australia","2016",140.522579,-35.331434
"Primary","SA",372,"Government",174,980,27,372.0,1,198,"R-7","Outer Regional","Loxton",83031,"Outer Regional Australia","2016",140.567155,-34.451324
"Combined","SA",190,"Government",93,941,22,189.5,2,97,"R-12","Outer Regional","Maitland",83032,"Outer Regional Australia","2016",137.673481,-34.368261
"Combined","SA",269,"Government",120,979,25,267.4,4,149,"R-12","Inner Regional","Oakbank",83033,"Inner Regional Australia","2016",138.837232,-34.988726
"Primary","SA",182,"Government",85,987,14,182.0,0,97,"R-7","Outer Regional","Penola",83034,"Outer Regional Australia","2016",140.833229,-37.379147
"Primary","SA",76,"Government",45,1014,8,76.0,0,31,"R-7","Remote","Pinnaroo",83035,"Remote Australia","2016",140.907922,-35.255862
"Combined","SA",190,"Government",107,1033,19,188.6,0,83,"R-12","Very Remote","Wudinna",83036,"Very Remote Australia","2016",135.462876,-33.044622
"Combined","SA",381,"Government",188,986,33,378.2,0,193,"R-12","Inner Regional","Yankalilla",83037,"Inner Regional Australia","2016",138.333092,-35.4533
"Combined","SA",242,"Government",121,988,22,235.2,0,121,"R-12","Remote","Yorketown",83038,"Remote Australia","2016",137.615442,-35.015376
"Secondary","SA",1407,"Government",687,1067,113,1403.0,19,720,"U, 8-12","Major Cities","Adelaide",83039,"Major Cities of Australia","2016",138.586678,-34.925733
"Secondary","SA",294,"Government",144,953,26,293.2,4,150,"8-Dec","Inner Regional","Balaklava",83040,"Inner Regional Australia","2016",138.41511,-34.1503
"Secondary","SA",452,"Government",212,994,33,448.0,1,240,"8-Dec","Inner Regional","Birdwood",83041,"Inner Regional Australia","2016",138.959001,-34.821593
"Combined","SA",217,"Government",109,1008,22,216.5,0,108,"R-12","Outer Regional","Booleroo Centre",83042,"Outer Regional Australia","2016",138.35,-32.8776
"Combined","SA",533,"Government",256,1007,45,529.9,0,277,"U, 7-12","Outer Regional","Clare",83043,"Outer Regional Australia","2016",138.596522,-33.822384
"Combined","SA",1225,"Government",581,941,84,1221.8,1,644,"U, R-12","Major Cities","Evanston",83044,"Major Cities of Australia","2016",138.736184,-34.619476
"Secondary","SA",166,"Government",95,1003,15,161.5,0,71,"8-Dec","Outer Regional","Gladstone",83045,"Outer Regional Australia","2016",138.3523416,-33.27380028
"Secondary","SA",683,"Government",334,951,52,678.0,6,349,"U, 8-12","Outer Regional","Glossop",83046,"Outer Regional Australia","2016",140.535148,-34.2748
"Combined","SA",253,"Government",122,997,24,250.6,0,131,"R-12","Outer Regional","Jamestown",83047,"Outer Regional Australia","2016",138.609566,-33.204904
"Combined","SA",1194,"Government",537,969,82,1186.6,0,657,"U, R-12","Outer Regional","Kadina",83048,"Outer Regional Australia","2016",137.708,-33.9627
"Secondary","SA",473,"Government",219,927,36,472.4,0,254,"8-Dec","Outer Regional","Millicent",83050,"Outer Regional Australia","2016",140.358711,-37.590971
"Combined","SA",271,"Government",136,1002,22,267.7,1,135,"R-12","Outer Regional","Minlaton",83051,"Outer Regional Australia","2016",137.593581,-34.765873
"Secondary","SA",632,"Government",286,980,47,597.7,1,346,"U, 8-12","Inner Regional","Mount Barker",83052,"Inner Regional Australia","2016",138.85705,-35.074991
"Secondary","SA",934,"Government",465,974,66,924.2,6,469,"U, 8-12","Outer Regional","Mount Gambier",83053,"Outer Regional Australia","2016",140.765689,-37.826147
"Secondary","SA",1093,"Government",554,948,86,1081.2,10,539,"U, 8-12","Inner Regional","Murray Bridge",83054,"Inner Regional Australia","2016",139.285294,-35.135051
"Secondary","SA",385,"Government",183,960,36,381.6,6,202,"8-Dec","Outer Regional","Naracoorte",83055,"Outer Regional Australia","2016",140.726873,-36.948548
"Secondary","SA",1558,"Government",678,1054,106,1555.0,23,880,"8-Dec","Major Cities","Magill",83056,"Major Cities of Australia","2016",138.672233,-34.918101
"Secondary","SA",998,"Government",487,994,75,994.9,0,511,"U, 8-12","Inner Regional","Nuriootpa",83057,"Inner Regional Australia","2016",139.003304,-34.470127
"Secondary","SA",92,"Government",39,920,10,89.9,0,53,"U, 8-12","Outer Regional","Peterborough",83058,"Outer Regional Australia","2016",138.836212,-32.9787
"Secondary","SA",602,"Government",304,892,53,598.2,14,298,"U, 8-12","Outer Regional","Port Augusta",83059,"Outer Regional Australia","2016",137.768758,-32.493756
"Secondary","SA",785,"Government",360,936,56,782.9,9,425,"U, 8-12","Remote","Port Lincoln",83060,"Remote Australia","2016",135.853942,-34.723847
"Secondary","SA",613,"Government",298,912,49,609.6,2,315,"U, 8-12","Outer Regional","Port Pirie",83061,"Outer Regional Australia","2016",138.010153,-33.183024
"Combined","SA",133,"Government",65,933,13,131.1,0,68,"R-12","Outer Regional","Quorn",83062,"Outer Regional Australia","2016",138.036572,-32.348904
"Secondary","SA",526,"Government",274,951,39,525.5,10,252,"8-Dec","Outer Regional","Renmark",83063,"Outer Regional Australia","2016",140.741263,-34.172088
"Secondary","SA",164,"Government",78,973,14,161.1,0,86,"8-Dec","Inner Regional","Riverton",83064,"Inner Regional Australia","2016",138.749643,-34.156173
"Secondary","SA",1220,"Government",562,1063,86,1162.4,8,658,"8-Dec","Major Cities","Netherby",83065,"Major Cities of Australia","2016",138.620336,-34.970162
"Secondary","SA",1032,"Government",551,1051,77,998.4,1,481,"8-Dec","Major Cities","Netherby",83066,"Major Cities of Australia","2016",138.625935,-34.947482
"Secondary","SA",757,"Government",384,977,55,755.2,1,373,"U, 8-12","Inner Regional","Victor Harbor",83067,"Inner Regional Australia","2016",138.611226,-35.556148
"Secondary","SA",340,"Government",169,967,26,337.9,4,171,"8-Dec","Outer Regional","Waikerie",83068,"Outer Regional Australia","2016",139.973102,-34.184584
"Combined","NT",21,"Government",15,561,4,21.0,81,6,"P-9","Remote","Titjikala",83674,"Remote Australia","2016",134.07331,-24.67244
"Secondary","SA",971,"Government",476,954,82,956.6,40,495,"U, 8-12","Major Cities","St Clair",83069,"Major Cities of Australia","2016",138.540808,-34.872943
"Secondary","SA",1554,"Government",786,1060,106,1538.8,4,768,"8-Dec","Major Cities","North Brighton",83070,"Major Cities of Australia","2016",138.519676,-35.003619
"Secondary","SA",302,"Government",143,957,26,299.4,23,159,"U, 8-12","Major Cities","Findon",83071,"Major Cities of Australia","2016",138.526613,-34.898332
"Secondary","SA",1382,"Government",602,1019,105,1376.3,12,780,"U, 8-12","Major Cities","Henley Beach",83072,"Major Cities of Australia","2016",138.5012686,-34.92287645
"Secondary","SA",523,"Government",229,955,50,516.3,10,294,"U, 8-12","Major Cities","Semaphore South",83073,"Major Cities of Australia","2016",138.484995,-34.845622
"Secondary","SA",1291,"Government",653,1102,97,1284.6,9,638,"8-Dec","Major Cities","Marryatville",83074,"Major Cities of Australia","2016",138.645443,-34.9291
"Secondary","SA",451,"Government",213,966,30,451.0,2,238,"8-Dec","Outer Regional","Whyalla",83075,"Outer Regional Australia","2016",137.5816605,-33.03941218
"Secondary","SA",1143,"Government",620,987,58,876.8,4,523,"U, 8-12","Major Cities","Mitchell Park",83076,"Major Cities of Australia","2016",138.560781,-34.99837
"Primary","SA",593,"Government",289,920,44,593.0,5,304,"R-7","Major Cities","Elizabeth North",83077,"Major Cities of Australia","2016",138.674156,-34.703341
"Special","SA",70,"Government",18,null,13,70.0,0,52,"U","Major Cities","Woodville",83078,"Major Cities of Australia","2016",138.544354,-34.873425
"Primary","SA",14,"Government",2,662,4,14.0,0,12,"R-7","Outer Regional","Raukkan",83079,"Outer Regional Australia","2016",139.1315622,-35.50823405
"Combined","SA",5371,"Government",2698,1018,105,786.7,0,2673,"R-12","Major Cities","Marden",83080,"Major Cities of Australia","2016",138.63523,-34.891954
"Secondary","SA",790,"Government",336,937,69,790.0,9,454,"U, 8-12","Major Cities","Salisbury North",83081,"Major Cities of Australia","2016",138.640772,-34.755983
"Secondary","SA",617,"Government",289,992,43,549.0,3,328,"U, 8-12","Major Cities","Seacombe Heights",83082,"Major Cities of Australia","2016",138.547313,-35.030039
"Secondary","SA",277,"Government",144,998,19,274.7,8,133,"8-Dec","Outer Regional","Bordertown",83083,"Outer Regional Australia","2016",140.76598,-36.31465
"Secondary","SA",573,"Government",297,992,43,567.8,1,276,"8-Dec","Outer Regional","Loxton",83084,"Outer Regional Australia","2016",140.584808,-34.443732
"Primary","SA",262,"Government",135,901,19,262.0,9,127,"R-7","Major Cities","Elizabeth Grove",83085,"Major Cities of Australia","2016",138.671495,-34.731832
"Primary","SA",189,"Government",93,1009,24,189.0,47,96,"U, R-7","Major Cities","Klemzig",83086,"Major Cities of Australia","2016",138.637665,-34.877176
"Primary","SA",197,"Government",83,894,18,197.0,27,114,"R-7","Remote","Port Lincoln",83087,"Remote Australia","2016",135.868237,-34.731891
"Secondary","SA",515,"Government",515,1062,41,512.8,10,0,"8-Dec","Major Cities","Kingswood",83088,"Major Cities of Australia","2016",138.610036,-34.969865
"Secondary","SA",424,"Government",199,939,42,423.2,21,225,"U, 8-12","Major Cities","Windsor Gardens",83090,"Major Cities of Australia","2016",138.656806,-34.861073
"Combined","SA",372,"Government",156,1025,33,363.6,32,216,"R-12","Major Cities","Plympton",83091,"Major Cities of Australia","2016",138.547829,-34.964442
"Combined","SA",725,"Government",366,928,68,725.0,2,359,"U, R-12","Major Cities","Taperoo",83092,"Major Cities of Australia","2016",138.498125,-34.805538
"Secondary","SA",1021,"Government",497,978,67,1021.0,1,524,"U, 8-12","Inner Regional","Willunga",83093,"Inner Regional Australia","2016",138.555471,-35.263056
"Secondary","SA",888,"Government",422,897,72,884.8,7,466,"U, 8-12","Major Cities","Elizabeth",83094,"Major Cities of Australia","2016",138.665902,-34.723738
"Primary","SA",456,"Government",225,1071,35,456.0,22,231,"R-7","Major Cities","Lockleys",83095,"Major Cities of Australia","2016",138.537668,-34.920591
"Primary","SA",419,"Government",221,1077,24,419.0,3,198,"R-7","Major Cities","Seacliff",83096,"Major Cities of Australia","2016",138.523767,-35.037444
"Combined","SA",230,"Government",116,904,28,228.8,51,114,"R-12","Very Remote","Coober Pedy",83097,"Very Remote Australia","2016",134.752049,-29.012416
"Primary","SA",326,"Government",153,922,27,326.0,1,173,"U, R-7","Major Cities","Christies Beach",83098,"Major Cities of Australia","2016",138.479076,-35.138009
"Primary","SA",777,"Government",361,1082,50,777.0,7,416,"U, R-7","Major Cities","Rostrevor",83099,"Major Cities of Australia","2016",138.684457,-34.89348
"Primary","SA",175,"Government",77,964,14,175.0,6,98,"R-7","Major Cities","Ingle Farm",83100,"Major Cities of Australia","2016",138.651948,-34.833826
"Secondary","SA",838,"Government",399,1059,60,812.8,1,439,"8-Dec","Major Cities","Heathfield",83101,"Major Cities of Australia","2016",138.712609,-35.020536
"Secondary","SA",1748,"Government",816,1149,120,1731.2,38,932,"8-Dec","Major Cities","Glenunga",83102,"Major Cities of Australia","2016",138.635192,-34.949336
"Secondary","SA",754,"Government",399,986,55,751.0,1,355,"U, 8-12","Outer Regional","Mount Gambier",83103,"Outer Regional Australia","2016",140.796014,-37.84719
"Secondary","SA",105,"Government",43,977,11,102.9,0,62,"8-Dec","Outer Regional","Penola",83104,"Outer Regional Australia","2016",140.843789,-37.373662
"Primary","SA",362,"Government",167,1003,37,362.0,67,195,"U, R-7","Major Cities","Clovelly Park",83105,"Major Cities of Australia","2016",138.565416,-34.998429
"Primary","SA",374,"Government",190,1039,22,374.0,11,184,"R-7","Major Cities","Warradale",83106,"Major Cities of Australia","2016",138.537005,-35.003708
